ortho,phon,lemme,Lexique383 cgram,Lexique383 freqlemfilms2,Lexique383 freqfilms2,Lexique383 islem,Lexique383 nblettres,Lexique383 puorth,Lexique383 puphon,Lexique383 nbsyll,Lexique383 cgramortho,Megalex-auditory rt.m,Megalex-auditory rt.sd,Megalex-auditory rt.n,Megalex-auditory zrt.m,Megalex-auditory zrt.sd,Megalex-auditory zrt.n,Megalex-auditory acy,Megalex-auditory acy.n,Megalex-auditory nbphon,Megalex-auditory puPhon,Megalex-auditory pld20,Megalex-auditory accd,Megalex-auditory fb,Megalex-auditory ff,Megalex-auditory ft,node,freqlemfilms2,freqlemlivres,freqfilms2,freqlivres,all,replace,delins
échelle,eSEl,échelle,NOM,14.09,13.46,1,7,6,4,2,NOM,998.8088,152.72603,47,-0.4395128953,0.7525495,47,0.96,50,4,4,1.95,639,28.03999986,13.46,41.5,138313,14.09,31.76,13.46,28.04,5,5,0
échine,eSin,échiner,VER,0.61,0.22,0,6,6,4,2,"NOM,VER",1041.4064,113.96139,39,-0.1512721831,0.6345896,39,0.8478261,46,4,4,1.8,598,8.52000004,1.4,9.92,138351,0.61,1.22,0.22,0.34,14,4,10
échine,eSin,échine,NOM,1.18,1.18,1,6,6,4,2,"NOM,VER",1041.4064,113.96139,39,-0.1512721831,0.6345896,39,0.8478261,46,4,4,1.8,598,8.52000004,1.4,9.92,138350,1.18,8.85,1.18,8.18,14,4,10
écho,eko,écho,NOM,6.65,5.83,1,4,4,3,2,NOM,962.3779,168.64326,49,-0.7493284814,0.8667491,49,1.0,49,3,3,1.5,413,32.50000023,5.83,38.33,138361,6.65,45.95,5.83,32.5,22,13,9
échoppe,eSOp,échoppe,NOM,0.2,0.19,1,7,5,3,2,NOM,1135.6485,171.88643,33,0.4252672545,0.8966178,33,0.7391304,46,4,3,1.9,536,2.03000001,0.19,2.22,138372,0.2,3.31,0.19,2.03,17,9,8
échouer,eSwe,échouer,VER,30.62,5.41,1,7,7,4,2,VER,1000.3529,119.63786,41,-0.3273041326,0.7196312,41,0.9545455,44,4,4,1.95,503,3.99000005,5.41,9.4,138390,30.62,20.61,5.41,3.99,12,11,1
éclair,eklER,éclair,ADJ,2.39,2.39,1,6,6,5,2,"ADJ,NOM",1038.1052,204.13902,49,-0.196116763,0.9469475,49,0.9803922,51,5,5,1.8,714,27.84000026,10.25,38.09,138443,2.39,6.76,2.39,6.76,26,1,25
éclair,eklER,éclair,ADJ,2.39,2.39,1,6,6,5,2,"ADJ,NOM",1038.1052,204.13902,49,-0.196116763,0.9469475,49,0.9803922,51,5,5,1.8,714,27.84000026,10.25,38.09,138444,11.25,35.0,7.86,21.08,26,1,25
éclair,eklER,éclair,NOM,11.25,7.86,1,6,6,5,2,"ADJ,NOM",1038.1052,204.13902,49,-0.196116763,0.9469475,49,0.9803922,51,5,5,1.8,714,27.84000026,10.25,38.09,138443,2.39,6.76,2.39,6.76,26,1,25
éclair,eklER,éclair,NOM,11.25,7.86,1,6,6,5,2,"ADJ,NOM",1038.1052,204.13902,49,-0.196116763,0.9469475,49,0.9803922,51,5,5,1.8,714,27.84000026,10.25,38.09,138444,11.25,35.0,7.86,21.08,26,1,25
éclaira,eklERa,éclairer,VER,18.03,0.19,0,7,0,0,3,VER,1026.1921,186.80885,47,-0.3273491228,0.8543206,47,0.9795918,49,6,6,2.2,639,6.61999998,0.19,6.81,138445,18.03,85.95,0.19,6.62,19,9,10
éclairage,eklERaZ,éclairage,NOM,4.34,3.71,1,9,9,7,3,NOM,1068.2009,230.8158,47,-0.0480743247,1.0557623,47,1.0,48,7,7,2.6,786,10.74000008,3.71,14.45,138446,4.34,12.77,3.71,10.74,3,0,3
éclairait,eklERE,éclairer,VER,18.03,0.7,0,9,0,0,3,VER,1041.8234,131.92492,42,-0.0425704792,0.7889357,42,0.9777778,45,6,4,2.25,670,14.59000017,0.7,15.29,138453,18.03,85.95,0.7,14.59,17,7,10
éclairant,eklER@,éclairant,ADJ,0.55,0.06,1,9,8,6,3,"ADJ,VER",1067.9758,161.61126,45,-0.0459521143,0.7450917,45,0.9574468,47,6,6,2.15,634,3.64999997,0.21,3.86,138454,0.55,1.08,0.06,0.41,18,8,10
éclairant,eklER@,éclairer,VER,18.03,0.15,0,9,8,6,3,"ADJ,VER",1067.9758,161.61126,45,-0.0459521143,0.7450917,45,0.9574468,47,6,6,2.15,634,3.64999997,0.21,3.86,138455,18.03,85.95,0.15,3.24,18,8,10
éclairer,ekleRe,éclairer,VER,18.03,5.91,1,8,8,5,3,VER,968.126,154.16927,46,-0.6466181558,0.8519669,46,1.0,46,6,4,2.0,583,12.97000012,5.91,18.88,138488,18.03,85.95,5.91,12.97,1,1,0
éclaireur,eklER9R,éclaireur,NOM,3.67,1.96,1,9,8,6,3,NOM,1058.5381,207.42547,48,0.0108662301,0.9203706,48,1.0,48,7,6,2.7,768,1.42000002,1.96,3.38,138495,3.67,2.5,1.96,1.42,1,1,0
éclat,ekla,éclat,NOM,14.28,9.73,1,5,5,4,2,NOM,1065.6041,165.25049,42,-0.0831703836,0.710192,42,0.8431373,51,4,4,1.95,502,50.94999977,9.73,60.68,138515,14.28,82.77,9.73,50.95,7,1,6
éclata,eklata,éclater,VER,41.33,0.55,0,6,0,0,3,VER,1038.956,158.51411,47,-0.235645836,0.6566205,47,0.9791667,48,6,6,2.55,667,20.07000021,0.55,20.62,138516,41.33,100.47,0.55,20.07,24,20,4
éclatai,eklatE,éclater,VER,41.33,0.0,0,7,0,0,3,VER,988.7604,129.81352,44,-0.4086315695,0.7562463,44,1.0,46,6,6,2.6,626,1.49000002,0.0,1.49,138518,41.33,100.47,0.0,1.49,22,18,4
éclatait,eklatE,éclater,VER,41.33,0.39,0,8,0,0,3,VER,1043.0374,156.37908,43,-0.1911419147,0.7302206,43,1.0,44,6,6,2.6,685,8.23999997,0.39,8.63,138521,41.33,100.47,0.39,8.24,22,18,4
éclatant,eklat@,éclater,VER,41.33,0.11,0,8,7,6,3,"ADJ,VER",1044.1847,135.96794,46,-0.1822677824,0.6706066,46,0.9787234,47,6,6,2.4,600,12.57000007,1.53,14.1,138523,41.33,100.47,0.11,6.22,24,19,5
éclatant,eklat@,éclatant,ADJ,3.62,1.42,1,8,7,6,3,"ADJ,VER",1044.1847,135.96794,46,-0.1822677824,0.6706066,46,0.9787234,47,6,6,2.4,600,12.57000007,1.53,14.1,138522,3.62,20.14,1.42,6.35,24,19,5
éclatante,eklat@t,éclatant,ADJ,3.62,1.88,0,9,0,0,3,ADJ,1160.0524,184.39061,50,0.642094667,1.0295836,50,0.9803922,51,7,7,2.8,863,7.63999995,1.88,9.52,138524,3.62,20.14,1.88,7.64,3,0,3
éclate,eklat,éclater,VER,41.33,11.69,0,6,0,0,2,VER,1059.65,143.52623,48,0.0233416091,0.760558,48,1.0,49,5,5,1.85,677,16.22000011,11.69,27.91,138527,41.33,100.47,11.69,16.22,24,0,24
éclipsa,eklipsa,éclipser,VER,2.92,0.02,0,7,0,0,3,VER,1058.0297,182.47149,46,-0.1434705434,0.9206833,46,1.0,47,7,7,2.65,648,1.07999998,0.02,1.1,138562,2.92,10.07,0.02,1.08,15,10,5
éclipse,eklips,éclipser,VER,2.92,0.51,0,7,7,6,2,"NOM,VER",1206.3406,146.508,48,1.0086027194,0.9422181,48,0.96,50,6,6,2.25,706,3.44,2.11,5.55,138568,2.92,10.07,0.51,1.55,15,0,15
éclipse,eklips,éclipse,NOM,1.7,1.6,1,7,7,6,2,"NOM,VER",1206.3406,146.508,48,1.0086027194,0.9422181,48,0.96,50,6,6,2.25,706,3.44,2.11,5.55,138567,1.7,2.64,1.6,1.89,15,0,15
éclipser,eklipse,éclipser,VER,2.92,1.5,1,8,8,7,3,VER,1044.7626,185.00227,43,-0.0873802656,1.0019397,43,0.9555556,45,7,7,2.55,613,2.22999998,1.5,3.73,138570,2.92,10.07,1.5,2.23,10,5,5
éclore,eklOR,éclore,VER,0.83,0.82,1,6,5,5,2,VER,1119.991,178.91055,45,0.2382363391,0.7017709,45,0.9574468,47,5,4,1.85,771,2.83999996,0.82,3.66,138596,0.83,2.84,0.82,2.84,11,9,2
éclos,eklo,éclos,ADJ,1.03,0.63,1,5,5,4,2,ADJ,1002.1992,158.96469,46,-0.3312517818,1.0070654,46,0.9791667,48,4,4,1.75,415,0.74000001,0.63,1.37,138597,1.03,2.09,0.63,0.74,16,4,12
écluse,eklyz,écluse,NOM,0.6,0.39,1,6,6,5,2,"NOM,VER",1079.9686,168.46067,48,0.1834084712,0.8281668,48,0.9795918,49,5,5,1.95,723,2.22999998,0.41,2.64,138608,0.6,3.31,0.39,1.69,16,5,11
écluse,eklyz,écluser,VER,0.09,0.02,0,6,6,5,2,"NOM,VER",1079.9686,168.46067,48,0.1834084712,0.8281668,48,0.9795918,49,5,5,1.95,723,2.22999998,0.41,2.64,138609,0.09,3.11,0.02,0.54,16,5,11
écluser,eklyze,écluser,VER,0.09,0.07,1,7,7,6,3,VER,1137.9116,197.75184,29,0.6463220451,1.1419268,29,0.6666667,48,6,6,2.15,695,0.88,0.07,0.95,138611,0.09,3.11,0.07,0.88,12,5,7
écoeurait,ek9RE,écoeurer,VER,1.56,0.01,0,9,0,0,3,VER,1079.3858,215.04986,46,0.0684745601,1.1708932,46,0.92,50,5,5,1.9,622,1.28000002,0.01,1.29,138622,1.56,9.66,0.01,1.28,16,13,3
écoeurant,ek9R@,écoeurer,VER,1.56,0.13,0,9,7,5,3,"ADJ,VER",955.7649,138.39242,47,-0.7166887649,0.6805695,47,1.0,47,5,5,1.9,623,2.97999998,1.77,4.75,138624,1.56,9.66,0.13,0.68,20,14,6
écoeurant,ek9R@,écoeurant,ADJ,2.02,1.64,1,9,7,5,3,"ADJ,VER",955.7649,138.39242,47,-0.7166887649,0.6805695,47,1.0,47,5,5,1.9,623,2.97999998,1.77,4.75,138623,2.02,7.23,1.64,2.3,20,14,6
écoeuré,ek9Re,écoeurer,VER,1.56,0.17,0,7,7,5,3,"VER,ADJ",987.4576,148.07216,43,-0.5724604135,0.8217542,43,0.9777778,45,5,5,1.9,564,5.13999998,0.47,5.61,138636,1.56,9.66,0.17,2.5,12,10,2
écoeuré,ek9Re,écoeuré,ADJ,0.33,0.3,1,7,7,5,3,"VER,ADJ",987.4576,148.07216,43,-0.5724604135,0.8217542,43,0.9777778,45,5,5,1.9,564,5.13999998,0.47,5.61,138637,0.33,3.72,0.3,2.64,12,10,2
école,ekOl,école,NOM,206.88,197.04,1,5,5,4,2,NOM,974.1067,195.18045,44,-0.6131351073,0.9513564,44,0.9777778,45,4,3,1.7,610,128.50999899,197.04,325.55,138644,206.88,143.99,197.04,128.51,27,16,11
écolier,ekolje,écolier,NOM,3.32,0.79,1,7,5,5,3,NOM,1023.8139,159.88595,47,-0.2134437579,0.8240133,47,1.0,47,6,6,1.9,552,10.54000003,0.79,11.33,138646,3.32,21.22,0.79,10.54,6,3,3
écolière,ekoljER,écolier,NOM,3.32,1.11,0,8,0,0,3,NOM,1051.7347,214.68492,45,-0.1618284799,0.9491459,45,1.0,45,7,6,2.6,850,3.85000002,1.11,4.96,138648,3.32,21.22,1.11,3.85,3,3,0
écopa,ekopa,écoper,VER,2.47,0.02,0,5,0,0,3,VER,1015.6868,124.15209,37,-0.3180339308,0.7218047,37,0.8863636,44,5,5,1.95,594,0.20000001,0.02,0.22,138706,2.47,2.57,0.02,0.2,10,10,0
écoper,ekope,écoper,VER,2.47,0.72,1,6,6,4,3,VER,999.8906,142.30564,42,-0.4259358472,0.7359152,42,0.9347826,46,5,5,1.8,567,0.61000001,0.72,1.33,138713,2.47,2.57,0.72,0.61,29,20,9
écorce,ekORs,écorcer,VER,0.17,0.16,0,6,6,5,2,"NOM,VER",1008.3143,121.1192,47,-0.3251728797,0.5194243,47,0.9795918,49,5,5,1.85,719,9.45999989,1.99,11.45,138729,0.17,0.2,0.16,0.07,19,6,13
écorce,ekORs,écorce,NOM,1.9,1.83,1,6,6,5,2,"NOM,VER",1008.3143,121.1192,47,-0.3251728797,0.5194243,47,0.9795918,49,5,5,1.85,719,9.45999989,1.99,11.45,138728,1.9,11.76,1.83,9.39,19,6,13
écorchait,ekORSE,écorcher,VER,4.02,0.11,0,9,0,0,3,VER,1187.6821,236.20298,33,0.7477592496,1.0833322,33,0.7346939,49,6,6,2.45,632,0.94999999,0.11,1.06,138736,4.02,7.03,0.11,0.95,19,17,2
écorche,ekORS,écorcher,VER,4.02,0.53,0,7,0,0,2,VER,1084.0294,155.56263,41,0.2078913294,0.9721039,41,0.9333333,45,5,5,1.9,660,1.01000001,0.53,1.54,138738,4.02,7.03,0.53,1.01,23,4,19
écorcher,ekORSe,écorcher,VER,4.02,1.2,1,8,8,6,3,VER,1040.6016,158.79883,39,-0.0283769367,0.9259863,39,0.8297872,47,6,6,1.9,670,1.28000002,1.2,2.48,138741,4.02,7.03,1.2,1.28,21,18,3
écornée,ekORne,écorner,VER,0.03,0.01,0,7,0,6,3,"VER,ADJ",1037.0908,168.47414,33,-0.181920327,0.989614,33,0.7234043,47,6,6,1.75,547,0.21,0.15,0.36,138776,0.03,0.81,0.01,0.14,34,23,11
écornée,ekORne,écorné,ADJ,0.19,0.14,0,7,0,6,3,"VER,ADJ",1037.0908,168.47414,33,-0.181920327,0.989614,33,0.7234043,47,6,6,1.75,547,0.21,0.15,0.36,138777,0.19,0.74,0.14,0.07,34,23,11
écossent,ekOs,écosser,VER,0.7,0.03,0,8,0,4,2,VER,1092.2269,160.93242,44,0.1551470399,0.782105,44,0.9574468,47,4,4,1.8,667,0.07000001,0.03,0.1,138796,0.7,5.95,0.03,0.07,13,7,6
écosser,ekose,écosser,VER,0.7,0.0,1,7,7,5,3,VER,1008.3452,194.39926,41,-0.458203743,1.0045985,41,0.9333333,45,5,5,1.9,533,0.94999999,0.0,0.95,138797,0.7,5.95,0.0,0.95,11,11,0
écoula,ekula,écouler,VER,9.01,0.23,0,6,0,0,3,VER,1043.1367,175.36731,43,-0.1936271324,0.6018717,43,1.0,44,5,5,1.9,534,2.15999998,0.23,2.39,138804,9.01,26.62,0.23,2.16,23,15,8
écoulait,ekulE,écouler,VER,9.01,0.3,0,8,0,0,3,VER,1012.7197,145.02758,46,-0.2943690037,0.7446256,46,0.9787234,47,5,5,1.95,600,3.17999998,0.3,3.48,138806,9.01,26.62,0.3,3.18,32,19,13
écoule,ekul,écouler,VER,9.01,1.92,0,6,0,0,2,VER,1114.7214,175.88499,38,0.4084139358,0.8911875,38,0.8510638,47,4,4,1.75,607,3.64999997,1.92,5.57,138808,9.01,26.62,1.92,3.65,34,11,23
écouler,ekule,écouler,VER,9.01,1.09,1,7,7,5,3,VER,934.8551,140.99382,41,-0.7456586184,0.8099751,41,1.0,41,5,5,1.65,535,4.92999995,1.09,6.02,138812,9.01,26.62,1.09,4.93,49,26,23
écouta,ekuta,écouter,VER,470.93,0.06,0,6,0,0,3,VER,1029.3976,201.69121,45,-0.3242045688,0.8235754,45,1.0,45,5,5,1.85,606,14.53000015,0.06,14.59,138843,470.93,314.05,0.06,14.53,25,16,9
écoutai,ekutE,écouter,VER,470.93,0.17,0,7,0,0,3,VER,964.9928,196.90342,46,-0.7012771893,1.0553325,46,1.0,46,5,5,1.85,559,2.36000002,0.17,2.53,138844,470.93,314.05,0.17,2.36,26,15,11
écoutais,ekutE,écouter,VER,470.93,5.74,0,8,0,0,3,VER,997.8898,105.41829,45,-0.4005928207,0.5270919,45,1.0,46,5,5,1.85,623,16.61999983,5.74,22.36,138846,470.93,314.05,5.74,16.62,26,15,11
écoutant,ekut@,écoutant,NOM,0.12,0.12,1,8,6,5,3,"NOM,VER",1000.6606,177.50456,46,-0.4102266182,0.9065996,46,0.9583333,48,5,5,1.85,578,24.38999995,3.12,27.51,138848,0.12,2.23,0.12,2.23,23,15,8
écoutant,ekut@,écouter,VER,470.93,3.0,0,8,6,5,3,"NOM,VER",1000.6606,177.50456,46,-0.4102266182,0.9065996,46,0.9583333,48,5,5,1.85,578,24.38999995,3.12,27.51,138849,470.93,314.05,3.0,22.16,23,15,8
écoute,ekut,écoute,NOM,24.73,22.01,1,6,6,4,2,"NOM,VER",1216.3181,193.74299,34,0.8444376163,0.8592398,34,0.8571429,42,4,4,1.85,704,93.0399999,236.68,329.72,138850,24.73,10.07,22.01,9.46,29,10,19
écoute,ekut,écouter,VER,470.93,214.67,0,6,6,4,2,"NOM,VER",1216.3181,193.74299,34,0.8444376163,0.8592398,34,0.8571429,42,4,4,1.85,704,93.0399999,236.68,329.72,138851,470.93,314.05,214.67,83.58,29,10,19
écoutera,ekut°Ra,écouter,VER,470.93,4.14,0,8,0,0,4,VER,1082.8687,154.47205,47,0.1318233663,0.6848895,47,0.9791667,48,6,7,3.9,701,0.80999998,4.14,4.95,138854,470.93,314.05,4.14,0.81,11,8,3
écouterai,ekut°RE,écouter,VER,470.93,1.89,0,9,0,0,4,VER,1100.9717,163.39563,40,0.2151180138,0.7848701,40,0.9318182,44,6,7,3.9,687,0.54,1.89,2.43,138855,470.93,314.05,1.89,0.54,12,8,4
écouteur,ekut9R,écouteur,NOM,1.34,0.37,1,8,7,5,3,NOM,1163.5284,166.25375,46,0.6340132137,0.9235439,46,0.9787234,47,6,5,1.95,775,3.64999997,0.37,4.02,138866,1.34,4.19,0.37,3.65,3,3,0
écoutiez,ekutje,écouter,VER,470.93,2.2,0,8,0,0,3,VER,1141.6312,208.8347,33,0.4123751869,1.0147799,33,0.7083333,48,6,6,1.85,628,0.20000001,2.2,2.4,138870,470.93,314.05,2.2,0.2,11,5,6
écoutions,ekutj§,écouter,VER,470.93,0.18,0,9,0,0,3,VER,1121.2773,150.3537,41,0.5065394854,0.8858279,41,0.9148936,47,6,6,3.5,636,2.83999996,0.18,3.02,138873,470.93,314.05,0.18,2.84,3,1,2
écoutons,ekut§,écouter,VER,470.93,3.95,0,8,0,0,3,VER,1061.5643,140.90329,47,-0.0823695223,0.7563925,47,1.0,48,5,5,2.75,621,2.3,3.95,6.25,138874,470.93,314.05,3.95,2.3,20,14,6
écran,ekR@,écran,NOM,23.68,19.78,1,5,5,4,2,NOM,947.6524,127.03352,44,-0.7297733612,0.7402774,44,0.9565217,46,4,4,1.7,518,21.14999997,19.78,40.93,138900,23.68,23.31,19.78,21.15,24,19,5
écrasa,ekRaza,écraser,VER,54.42,0.07,0,6,0,0,3,VER,1083.3473,177.43857,32,0.13488459,0.7397524,32,0.6956522,46,6,6,2.45,633,5.74000005,0.07,5.81,138902,54.42,90.81,0.07,5.74,22,18,4
écrasais,ekRazE,écraser,VER,54.42,0.23,0,8,0,0,3,VER,1127.4491,157.67605,32,0.2414831668,0.9920675,32,0.7619048,42,6,6,2.55,627,1.01000001,0.23,1.24,138906,54.42,90.81,0.23,1.01,20,16,4
écrase,ekRaz,écraser,VER,54.42,11.11,0,6,0,0,2,VER,1030.2883,139.56585,43,-0.1096901285,0.7948077,43,0.9347826,46,5,5,1.85,703,13.57999987,11.11,24.69,138913,54.42,90.81,11.11,13.58,21,0,21
écraser,ekRaze,écraser,VER,54.42,16.75,1,7,7,6,3,VER,1081.6012,184.39416,42,0.199824737,1.0671931,42,0.9555556,45,6,6,1.95,634,20.46999978,16.75,37.22,138919,54.42,90.81,16.75,20.47,14,10,4
écrasions,ekRazj§,écraser,VER,54.42,0.0,0,9,0,0,3,VER,1136.8445,153.33866,39,0.5678100598,0.9587971,39,0.8,50,7,7,3.4,730,0.34000001,0.0,0.34,138933,54.42,90.81,0.0,0.34,2,1,1
écrémé,ekReme,écrémer,VER,0.7,0.58,0,6,0,6,3,VER,1115.0488,175.92986,42,0.3165026196,0.9838484,42,0.9347826,46,6,6,1.95,640,0.07000001,0.58,0.65,139065,0.7,0.34,0.58,0.07,2,0,2
écrevisse,ekR°vis,écrevisse,ADJ,0.0,0.0,1,9,4,4,3,"ADJ,NOM",1108.4684,201.96548,49,0.3535849223,0.9994305,49,1.0,49,7,4,3.8,834,2.03000001,0.54,2.57,138946,0.0,0.41,0.0,0.41,1,1,0
écrevisse,ekR°vis,écrevisse,ADJ,0.0,0.0,1,9,4,4,3,"ADJ,NOM",1108.4684,201.96548,49,0.3535849223,0.9994305,49,1.0,49,7,4,3.8,834,2.03000001,0.54,2.57,138947,1.06,5.47,0.54,1.62,1,1,0
écrevisse,ekR°vis,écrevisse,NOM,1.06,0.54,1,9,4,4,3,"ADJ,NOM",1108.4684,201.96548,49,0.3535849223,0.9994305,49,1.0,49,7,4,3.8,834,2.03000001,0.54,2.57,138946,0.0,0.41,0.0,0.41,1,1,0
écrevisse,ekR°vis,écrevisse,NOM,1.06,0.54,1,9,4,4,3,"ADJ,NOM",1108.4684,201.96548,49,0.3535849223,0.9994305,49,1.0,49,7,4,3.8,834,2.03000001,0.54,2.57,138947,1.06,5.47,0.54,1.62,1,1,0
écria,ekRija,écrier,VER,1.75,0.35,0,5,0,0,3,VER,1077.0898,194.67356,35,0.2423802868,1.0875695,35,0.8,45,6,6,2.05,537,25.68000029,0.35,26.03,138949,1.75,47.43,0.35,25.68,17,14,3
écrie,ekRi,écrier,VER,1.75,0.47,0,5,0,4,2,VER,1068.755,247.44657,42,-0.146208366,0.9986703,42,0.9545455,44,4,4,1.4,503,8.23999997,0.47,8.71,138955,1.75,47.43,0.47,8.24,58,22,36
écrin,ekR5,écrin,NOM,0.37,0.36,1,5,5,4,2,NOM,1105.0729,263.08002,42,0.1027616287,1.0187619,42,0.9333333,45,4,4,1.75,519,3.37999999,0.36,3.74,138961,0.37,3.78,0.36,3.38,24,19,5
écrira,ekRiRa,écrire,VER,305.92,1.77,0,6,0,0,3,VER,1039.7443,146.67226,47,-0.3074909377,0.7152264,47,0.9791667,48,6,6,2.45,602,1.69,1.77,3.46,138964,305.92,341.82,1.77,1.69,15,10,5
écrirai,ekRiRE,écrire,VER,305.92,6.4,0,7,0,0,3,VER,1015.3713,137.83388,45,-0.1659330038,0.8833954,45,1.0,45,6,6,2.45,590,4.05000002,6.4,10.45,138965,305.92,341.82,6.4,4.05,23,13,10
écrirais,ekRiRE,écrire,VER,305.92,0.83,0,8,0,0,3,VER,967.2502,119.01561,46,-0.6436868646,0.6266559,46,1.0,46,6,6,2.45,551,1.82000001,0.83,2.65,138967,305.92,341.82,0.83,1.82,23,13,10
écrire,ekRiR,écrire,VER,305.92,84.14,1,6,5,5,2,VER,1109.5827,194.62431,43,0.2737515647,0.9034654,43,0.877551,49,5,5,1.75,762,116.14999921,84.14,200.29,138970,305.92,341.82,84.14,116.15,33,9,24
écrite,ekRit,écrit,ADJ,9.3,2.62,0,6,0,0,2,"VER,ADJ",1187.9152,175.12599,36,0.888296259,1.0355195,36,0.8085106,47,5,5,1.85,634,8.99000004,10.13,19.12,138980,9.3,9.46,2.62,2.64,26,6,20
écrite,ekRit,écrire,VER,305.92,7.51,0,6,0,0,2,"VER,ADJ",1187.9152,175.12599,36,0.888296259,1.0355195,36,0.8085106,47,5,5,1.85,634,8.99000004,10.13,19.12,138979,305.92,341.82,7.51,6.35,26,6,20
écriteau,ekRito,écriteau,NOM,2.25,2.2,1,8,6,6,3,NOM,1038.7869,174.18912,39,-0.1025945958,0.9699056,39,0.8125,48,6,6,2.4,542,3.04000005,2.2,5.24,138981,2.25,3.65,2.2,3.04,4,0,4
écrivain,ekRiv5,écrivain,NOM,24.57,20.7,1,8,8,6,3,NOM,1052.6137,157.84094,47,-0.0374610081,0.8191036,47,0.9791667,48,6,6,2.7,573,32.43000026,20.7,53.13,138998,24.57,48.99,20.7,32.43,12,9,3
écrivais,ekRivE,écrire,VER,305.92,5.2,0,8,0,0,3,VER,1068.0899,132.23282,46,-0.1310867363,0.7234701,46,0.9787234,47,6,6,2.5,621,9.11999994,5.2,14.32,139002,305.92,341.82,5.2,9.12,25,17,8
écrivant,ekRiv@,écrire,VER,305.92,1.34,0,8,0,0,3,VER,1050.8346,201.99661,40,-0.1002117748,0.9136746,40,0.8695652,46,6,6,2.1,511,6.42000008,1.34,7.76,139004,305.92,341.82,1.34,6.42,15,11,4
écrive,ekRiv,écrire,VER,305.92,2.67,0,6,0,0,2,VER,1151.1791,165.85322,42,0.6413400607,0.9222002,42,1.0,43,5,5,1.85,658,3.10999998,2.67,5.78,139006,305.92,341.82,2.67,3.11,30,5,25
écrivez,ekRive,écrire,VER,305.92,9.04,0,7,0,0,3,VER,1041.9492,158.73509,40,-0.1741517036,0.8726174,40,0.9090909,44,6,6,1.9,532,5.20000001,9.04,14.24,139010,305.92,341.82,9.04,5.2,20,15,5
écrivis,ekRivi,écrire,VER,305.92,0.07,0,7,0,0,3,VER,1084.1107,130.237,40,0.2733918554,0.9895167,40,0.9090909,44,6,6,2.6,529,4.65999998,0.07,4.73,139014,305.92,341.82,0.07,4.66,17,8,9
écrou,ekRu,écrou,NOM,0.72,0.34,1,5,5,4,2,NOM,1091.7309,176.96845,40,0.2276262899,0.8627485,40,0.8163265,49,4,4,1.75,511,2.43,0.34,2.77,139025,0.72,3.24,0.34,2.43,23,18,5
écroula,ekRula,écrouler,VER,13.98,0.19,0,7,0,0,3,VER,1121.3209,202.54651,44,0.2560372185,0.8076375,44,0.9565217,46,6,6,2.45,668,4.31999997,0.19,4.51,139029,13.98,36.08,0.19,4.32,17,11,6
écroulait,ekRulE,écrouler,VER,13.98,0.33,0,9,0,0,3,VER,1119.9599,220.35371,49,0.1955493889,0.9477246,49,1.0,50,6,6,2.55,668,3.64999997,0.33,3.98,139033,13.98,36.08,0.33,3.65,16,9,7
écroule,ekRul,écrouler,VER,13.98,4.47,0,7,0,0,2,VER,1069.8742,108.66735,43,-0.0181630493,0.6087074,43,0.9375,48,5,5,1.75,705,6.35000002,4.47,10.82,139035,13.98,36.08,4.47,6.35,24,3,21
écrouler,ekRule,écrouler,VER,13.98,3.42,1,8,8,6,3,VER,1036.4314,135.95167,44,-0.2088072889,0.4930945,44,0.9574468,47,6,6,1.85,624,6.49000004,3.42,9.91,139039,13.98,36.08,3.42,6.49,26,8,18
écueils,ek9j,écueil,NOM,0.26,0.08,0,7,0,4,2,NOM,1112.0931,227.85846,36,0.3116943703,1.2643415,36,0.787234,47,4,4,1.9,631,1.21999998,0.08,1.3,139073,0.26,2.09,0.08,1.22,17,14,3
écumai,ekymE,écumer,VER,0.94,0.0,0,6,0,0,3,VER,1038.9379,191.6396,41,-0.2885122685,0.9492459,41,0.893617,47,5,5,2.05,548,0.07000001,0.0,0.07,139090,0.94,3.92,0.0,0.07,14,9,5
écume,ekym,écumer,VER,0.94,0.14,0,5,5,4,2,"NOM,VER",964.743,120.59137,47,-0.6970858473,0.7087661,47,1.0,47,4,4,1.8,593,16.75999994,2.45,19.21,139100,0.94,3.92,0.14,0.68,16,0,16
écume,ekym,écume,NOM,2.31,2.31,1,5,5,4,2,"NOM,VER",964.743,120.59137,47,-0.6970858473,0.7087661,47,1.0,47,4,4,1.8,593,16.75999994,2.45,19.21,139099,2.31,16.15,2.31,16.08,16,0,16
écumèrent,ekymER,écumer,VER,0.94,0.01,0,9,0,0,3,VER,1149.6631,259.2276,39,0.5504832442,1.1143617,39,0.8541667,48,6,5,2.05,740,0.0,0.01,0.01,139117,0.94,3.92,0.01,0.0,9,5,4
écumiez,ekymje,écumer,VER,0.94,0.02,0,7,0,0,3,VER,1099.3884,234.53591,38,0.1097409945,1.2246865,38,0.8085106,47,6,5,1.9,592,0.0,0.02,0.02,139113,0.94,3.92,0.02,0.0,5,1,4
écurie,ekyRi,écurie,NOM,6.88,5.08,1,6,5,5,3,NOM,1102.5807,131.04275,38,0.24892437,0.7536568,38,0.8333333,48,5,5,1.75,566,8.84999999,5.08,13.93,139122,6.88,12.84,5.08,8.85,21,8,13
