lower,node,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,all_cc,replace_cc,pos_l50_cc,pos_m50_cc
casket,2710,casket,k@sk|t,2,2,0,2,0,1,1,1,-1
cassette,2713,cassette,k|sEt,1,1,0,1,0,-1,-1,-1,-1
cassia,2714,cassia,k@Sx,4,3,1,0,4,0.5,0.333333333,-1,0.5
cassock,2715,cassock,k@sxk,2,1,1,1,1,0,-1,-1,-1
cast,2716,cast,k@st,13,11,2,8,5,0.230769231,0.309090909,0.571428571,0.2
castigate,2720,castigate,k@st|get,1,0,1,0,1,-1,-1,-1,-1
castigator,2722,castigator,k@st|getX,1,0,1,0,1,-1,-1,-1,-1
castle,2723,castle,k@sL,15,12,3,7,8,0.20952381,0.318181818,0.523809524,0.392857143
castled,2724,castled,k@sLd,1,0,1,0,1,-1,-1,-1,-1
castor,2725,castor,k@stX,6,4,2,5,1,0.266666667,0.333333333,0.4,-1
cat,2732,cat,k@t,35,30,5,21,14,0.258823529,0.31954023,0.504761905,0.527472527
cataclysm,2733,cataclysm,k@t|klIzM,1,0,1,0,1,-1,-1,-1,-1
catarrh,2746,catarrh,k|tar,1,1,0,1,0,-1,-1,-1,-1
catch,2750,catch,k@C,20,19,1,9,11,0.331578947,0.368421053,0.5,0.818181818
catchy,2751,catchy,k@Ci,7,6,1,0,7,0.714285714,1,-1,0.714285714
catechism,2752,catechism,k@t|kIzM,1,0,1,0,1,-1,-1,-1,-1
cater,2756,cater,ketX,6,5,1,5,1,0.133333333,0.2,0.2,-1
cattle,2772,cattle,k@tL,14,12,2,7,7,0.197802198,0.257575758,0.333333333,0.523809524
catty,2773,catty,k@ti,14,13,1,6,8,0.252747253,0.282051282,0.466666667,0.571428571
caucus,2777,caucus,kck|s,1,1,0,1,0,-1,-1,-1,-1
caudal,2778,caudal,kcdL,6,6,0,4,2,0.266666667,0.266666667,0.5,1
caught,2779,caught,kct,23,20,3,17,6,0.292490119,0.326315789,0.470588235,0.666666667
causal,2781,causal,kczL,4,2,2,0,4,0.166666667,1,-1,0.166666667
causally,2783,causally,kczLi,1,0,1,0,1,-1,-1,-1,-1
cause,2786,cause,kcz,10,7,3,4,6,0.288888889,0.428571429,0.5,0.666666667
caution,2791,caution,kcS|n,2,2,0,1,1,0,0,-1,-1
cautious,2793,cautious,kcS|s,2,2,0,1,1,0,0,-1,-1
cave,2797,cave,kev,22,19,3,12,10,0.294372294,0.34502924,0.484848485,0.8
caveat,2798,caveat,k@viat,1,1,0,0,1,-1,-1,-1,-1
cavern,2799,cavern,k@vXn,1,1,0,1,0,-1,-1,-1,-1
caviare,2800,caviare,k@viar,1,1,0,0,1,-1,-1,-1,-1
cavil,2801,cavil,k@vL,9,8,1,2,7,0.333333333,0.392857143,1,0.523809524
cavy,2804,cavy,kevi,5,4,1,3,2,0.1,0.166666667,0.333333333,0
caw,2805,caw,kc,23,16,7,11,12,0.320158103,0.5,1,0.378787879
cay,2806,cay,ki,29,23,6,19,10,0.426108374,0.596837945,0.894736842,0.422222222
cease,2808,cease,sis,18,16,2,6,12,0.405228758,0.433333333,0.466666667,0.833333333
cecum,2809,cecum,sikM,1,0,1,0,1,-1,-1,-1,-1
cedar,2810,cedar,sidX,6,5,1,3,3,0.133333333,0.2,0.333333333,0.333333333
cede,2811,cede,sid,27,22,5,15,12,0.264957265,0.341991342,0.361904762,0.833333333
ceiling,2812,ceiling,silIG,2,1,1,2,0,0,-1,0,-1
celebrity,2817,celebrity,sxlEbrxti,1,0,1,1,0,-1,-1,-1,-1
celerity,2818,celerity,sxlErxti,1,0,1,1,0,-1,-1,-1,-1
celery,2819,celery,sElXi,2,1,1,1,1,0,-1,-1,-1
cell,2822,cell,sEl,26,19,7,19,7,0.243076923,0.356725146,0.403508772,0.476190476
cellar,2823,cellar,sElX,10,6,4,3,7,0.133333333,0.2,0.333333333,0.238095238
cello,2826,cello,CElo,5,5,0,5,0,1,1,1,-1
cellular,2828,cellular,sElyUlX,1,1,0,1,0,-1,-1,-1,-1
celt,2831,celt,sElt,18,14,4,12,6,0.248366013,0.340659341,0.46969697,0.466666667
cemetery,2835,cemetery,sEmxtEri,1,1,0,0,1,-1,-1,-1,-1
censer,2839,censer,sEnsX,4,2,2,0,4,0.166666667,1,-1,0.166666667
censure,2843,censure,sEnCX,5,4,1,2,3,0.2,0.333333333,1,0.333333333
census,2844,census,sEns|s,1,1,0,1,0,-1,-1,-1,-1
cent,2845,cent,sEnt,22,16,6,13,9,0.242424242,0.408333333,0.58974359,0.277777778
centaur,2846,centaur,sEntor,2,2,0,1,1,0,0,-1,-1
center,2851,center,sEntX,9,5,4,5,4,0.111111111,0.2,0.3,0.166666667
central,2858,central,sEntrL,3,3,0,1,2,0,0,-1,0
centralize,2860,centralize,sEntrxlYz,1,0,1,0,1,-1,-1,-1,-1
centralizer,2861,centralizer,sEntrxlYzX,1,0,1,0,1,-1,-1,-1,-1
century,2867,century,sEnCXi,2,1,1,0,2,0,-1,-1,0
ceramic,2869,ceramic,sX@mIk,1,1,0,0,1,-1,-1,-1,-1
cereal,2871,cereal,sIriL,1,1,0,0,1,-1,-1,-1,-1
cerement,2877,cerement,sErxmxnt,1,1,0,1,0,-1,-1,-1,-1
ceremonial,2878,ceremonial,sErxmoniL,1,0,1,0,1,-1,-1,-1,-1
ceremony,2879,ceremony,sErxmoni,1,0,1,0,1,-1,-1,-1,-1
cerium,2881,cerium,sIrixm,1,1,0,0,1,-1,-1,-1,-1
certain,2882,certain,sRtN,4,4,0,3,1,0.166666667,0.166666667,0.333333333,-1
cessation,2890,cessation,sEseS|n,1,0,1,1,0,-1,-1,-1,-1
cession,2891,cession,sES|n,1,0,1,1,0,-1,-1,-1,-1
chablis,2893,Chablis,S@bli,2,0,2,1,1,1,-1,-1,-1
chafe,2894,chafe,Cef,7,6,1,4,3,0.142857143,0.2,0.333333333,0.333333333
chafer,2895,chafer,CefX,4,3,1,2,2,0,0,0,0
chaff,2896,chaff,C@f,9,8,1,6,3,0.222222222,0.285714286,0.466666667,0.333333333
chaffer,2897,chaffer,C@fX,4,3,1,2,2,0,0,0,0
chain,2900,chain,Cen,19,18,1,16,3,0.479532164,0.535947712,0.675,0.333333333
chair,2901,chair,CEr,20,18,2,17,3,0.5,0.535947712,0.691176471,0.333333333
chaise,2902,chaise,Sez,14,14,0,8,6,0.472527473,0.472527473,1,1
chalet,2904,chalet,S@le,4,3,1,1,3,0.5,0.333333333,-1,1
chalice,2905,chalice,C@lxs,5,5,0,5,0,0.9,0.9,0.9,-1
chalk,2906,chalk,Cck,13,12,1,13,0,0.461538462,0.454545455,0.461538462,-1
challis,2909,challis,S@li,13,10,3,8,5,0.333333333,0.377777778,0.75,0.4
chamois,2914,chamois,S@mi,5,4,1,2,3,0.1,0.166666667,0,0.333333333
champ,2916,champ,C@mp,9,8,1,8,1,0.444444444,0.571428571,0.571428571,-1
champagne,2917,champagne,S@mpen,1,1,0,1,0,-1,-1,-1,-1
chance,2919,chance,C@ns,9,7,2,4,5,0.25,0.333333333,1,0.3
chancel,2920,chancel,C@nsL,6,3,3,2,4,0.2,0.333333333,1,0.333333333
chancellor,2921,chancellor,C@nsLX,2,0,2,0,2,0,-1,-1,0
chancellory,2922,chancellory,C@nsLXi,1,0,1,0,1,-1,-1,-1,-1
chancy,2924,chancy,C@nsi,4,2,2,2,2,0.166666667,0,0,1
chandelier,2925,chandelier,S@ndxlIr,1,1,0,1,0,-1,-1,-1,-1
change,2927,change,CenJ,3,2,1,2,1,0.333333333,1,1,-1
channel,2929,channel,C@nL,6,5,1,1,5,0.2,0.2,-1,0.3
chant,2932,chant,C@nt,8,6,2,5,3,0.25,0.266666667,0.6,0.333333333
chantry,2934,chantry,C@ntri,2,2,0,2,0,1,1,1,-1
chanty,2935,chanty,S@nti,2,1,1,2,0,1,-1,1,-1
chaos,2936,chaos,keas,1,0,1,0,1,-1,-1,-1,-1
chap,2938,chap,C@p,20,17,3,15,5,0.331578947,0.455882353,0.580952381,0.2
chapel,2940,chapel,C@pL,6,4,2,2,4,0.2,0.166666667,1,0.333333333
chaps,2946,chaps,C@ps,7,5,2,4,3,0.19047619,0.1,0.5,0.333333333
chapter,2947,chapter,C@ptX,2,1,1,2,0,0,-1,0,-1
char,2948,char,Car,19,14,5,12,7,0.280701754,0.373626374,0.590909091,0.428571429
chard,2957,chard,Card,13,12,1,9,4,0.538461538,0.590909091,1,1
charge,2958,charge,CarJ,8,6,2,3,5,0.321428571,0.4,1,0.6
charger,2959,charger,CarJX,2,1,1,0,2,0,-1,-1,0
chariot,2960,chariot,C@rixt,1,1,0,1,0,-1,-1,-1,-1
charm,2966,charm,Carm,7,5,2,3,4,0.428571429,0.4,1,1
charnel,2967,charnel,CarnL,2,2,0,2,0,1,1,1,-1
chart,2968,chart,Cart,12,9,3,7,5,0.409090909,0.5,1,0.6
charter,2969,charter,CartX,6,5,1,4,2,0.4,0.6,1,0
chary,2972,chary,C@ri,12,11,1,10,2,0.454545455,0.418181818,0.644444444,1
chase,2973,chase,Ces,17,13,4,12,5,0.367647059,0.487179487,0.696969697,0.4
chaser,2974,chaser,CesX,5,4,1,1,4,0.3,0.166666667,-1,0.5
chasm,2975,chasm,k@zM,1,1,0,0,1,-1,-1,-1,-1
chassis,2976,chassis,C@si,4,3,1,2,2,0.166666667,0.333333333,0,1
chaste,2977,chaste,Cest,9,8,1,6,3,0.361111111,0.392857143,0.666666667,1
chasten,2978,chasten,CesN,6,5,1,3,3,0.4,0.4,1,1
chat,2982,chat,C@t,22,17,5,16,6,0.367965368,0.514705882,0.675,0.266666667
chateau,2983,chateau,S@to,4,4,0,1,3,0.166666667,0.166666667,-1,0.333333333
chattel,2985,chattel,C@tL,9,8,1,4,5,0.277777778,0.285714286,1,0.4
chatter,2986,chatter,C@tX,13,10,3,9,4,0.397435897,0.488888889,0.777777778,0.5
chatty,2988,chatty,C@ti,9,8,1,4,5,0.277777778,0.285714286,1,0.4
chauffeur,2989,chauffeur,SofX,1,1,0,1,0,-1,-1,-1,-1
chaunt,2990,chaunt,Ccnt,8,8,0,8,0,0.75,0.75,0.75,-1
cheap,2993,cheap,Cip,18,18,0,14,4,0.37254902,0.37254902,0.56043956,1
cheat,2996,cheat,Cit,17,16,1,13,4,0.397058824,0.375,0.615384615,1
check,2997,check,CEk,15,14,1,12,3,0.295238095,0.340659341,0.454545455,0.333333333
checker,2998,checker,CEkX,3,1,2,0,3,0,-1,-1,0
checkers,2999,checkers,CEkXz,1,0,1,0,1,-1,-1,-1,-1
cheddar,3004,cheddar,CEdX,2,2,0,1,1,0,0,-1,-1
cheek,3005,cheek,Cik,21,19,2,16,5,0.314285714,0.333333333,0.5,0.6
cheeky,3006,cheeky,Ciki,1,0,1,0,1,-1,-1,-1,-1
cheer,3007,cheer,CIr,27,25,2,20,7,0.438746439,0.46,0.731578947,0.714285714
cheery,3009,cheery,CIri,8,6,2,7,1,0.392857143,0.466666667,0.523809524,-1
cheese,3010,cheese,Ciz,13,12,1,9,4,0.358974359,0.333333333,0.611111111,1
chef,3011,chef,SEf,8,6,2,4,4,0.25,0.266666667,0.5,0.666666667
chela,3012,chela,kilx,4,3,1,2,2,0.333333333,0.333333333,1,1
chenille,3019,chenille,Sxnil,1,0,1,1,0,-1,-1,-1,-1
cherish,3020,cherish,CErIS,1,1,0,1,0,-1,-1,-1,-1
cherry,3022,cherry,CEri,10,8,2,9,1,0.488888889,0.571428571,0.611111111,-1
chert,3023,chert,CRt,14,14,0,10,4,0.32967033,0.32967033,0.533333333,1
chess,3026,chess,CEs,11,9,2,8,3,0.309090909,0.333333333,0.571428571,0.333333333
chest,3027,chest,CEst,13,12,1,12,1,0.705128205,0.833333333,0.833333333,-1
chew,3033,chew,Cu,20,19,1,18,2,0.8,0.888888889,0.993464052,0
chic,3037,chic,Sik,24,21,3,17,7,0.297101449,0.314285714,0.448529412,1
chick,3039,chick,CIk,23,22,1,16,7,0.296442688,0.324675325,0.5,0.714285714
chicory,3043,chicory,CIkXi,1,1,0,1,0,-1,-1,-1,-1
chid,3044,chid,CId,16,14,2,9,7,0.358333333,0.395604396,0.777777778,0.714285714
chidden,3045,chidden,CIdN,5,4,1,4,1,0.6,1,1,-1
chide,3046,chide,CYd,12,11,1,9,3,0.439393939,0.527272727,0.777777778,0.333333333
chiding,3048,chiding,CYdIG,3,3,0,3,0,1,1,1,-1
chief,3049,chief,Cif,12,12,0,8,4,0.333333333,0.333333333,0.571428571,1
chigger,3053,chigger,CIgX,4,4,0,3,1,0.5,0.5,1,-1
child,3056,child,CYld,4,3,1,3,1,0.5,1,1,-1
chill,3061,chill,CIl,22,21,1,16,6,0.519480519,0.504761905,0.875,1
chime,3063,chime,CYm,8,8,0,6,2,0.392857143,0.392857143,0.666666667,1
chimp,3065,chimp,CImp,6,4,2,5,1,0.266666667,0.333333333,0.4,-1
chin,3067,chin,CIn,21,20,1,15,6,0.4,0.384210526,0.657142857,1
china,3068,china,CYnx,1,1,0,1,0,-1,-1,-1,-1
chink,3071,chink,CIGk,12,10,2,11,1,0.681818182,0.8,0.818181818,-1
chip,3074,chip,CIp,24,22,2,16,8,0.315217391,0.376623377,0.6,0.535714286
chipper,3076,chipper,CIpX,6,5,1,4,2,0.4,0.6,1,0
chirp,3081,chirp,CRp,9,9,0,5,4,0.333333333,0.333333333,0.6,1
chisel,3082,chisel,CIzL,2,2,0,2,0,1,1,1,-1
chit,3083,chit,CIt,22,21,1,16,6,0.415584416,0.4,0.675,1
chive,3088,chive,CYv,8,8,0,6,2,0.571428571,0.571428571,1,1
chloral,3089,chloral,klorL,1,0,1,1,0,-1,-1,-1,-1
chock,3096,chock,Cak,20,20,0,17,3,0.384210526,0.384210526,0.514705882,1
choice,3098,choice,COs,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
choir,3099,choir,kwYX,3,3,0,1,2,0.333333333,0.333333333,-1,1
choke,3100,choke,Cok,17,16,1,15,2,0.382352941,0.366666667,0.485714286,1
choler,3101,choler,kalX,13,8,5,4,9,0.076923077,0.178571429,0.166666667,0.138888889
cholera,3102,cholera,kalXx,2,1,1,0,2,1,-1,-1,1
chon,3105,chon,Can,10,10,0,7,3,0.266666667,0.266666667,0.428571429,1
choose,3106,choose,Cuz,10,7,3,8,2,0.355555556,0.523809524,0.571428571,0
choosey,3107,choosey,Cuzi,4,2,2,3,1,0.5,1,1,-1
chop,3108,chop,Cap,18,16,2,13,5,0.300653595,0.375,0.538461538,0.4
choppy,3109,choppy,Capi,4,3,1,2,2,0.333333333,0.333333333,1,1
chops,3110,chops,Caps,5,4,1,3,2,0.2,0.166666667,0.333333333,1
choral,3112,choral,korL,12,7,5,4,8,0.257575758,0.523809524,0.166666667,0.571428571
chord,3113,chord,kord,19,15,4,10,9,0.263157895,0.361904762,0.622222222,0.472222222
chore,3114,chore,Cor,21,20,1,19,2,0.59047619,0.573684211,0.719298246,1
chortle,3118,chortle,CortL,2,2,0,2,0,1,1,1,-1
chorus,3119,chorus,kor|s,4,2,2,1,3,0.166666667,0,-1,0.333333333
chose,3120,chose,Coz,12,11,1,9,3,0.348484848,0.418181818,0.611111111,0.333333333
chosen,3121,chosen,CozN,1,0,1,0,1,-1,-1,-1,-1
chow,3122,chow,CW,10,10,0,9,1,0.8,0.8,1,-1
chowder,3123,chowder,CWdX,2,2,0,2,0,0,0,0,-1
chrism,3124,chrism,krIzM,1,1,0,1,0,-1,-1,-1,-1
christ,3125,Christ,krYst,2,2,0,2,0,1,1,1,-1
christen,3126,christen,krIsN,1,1,0,0,1,-1,-1,-1,-1
christmas,3131,Christmas,krIsmxs,1,1,0,0,1,-1,-1,-1,-1
chrome,3133,chrome,krom,11,7,4,3,8,0.2,0.333333333,0.666666667,0.321428571
chromo,3135,chromo,kromo,1,0,1,0,1,-1,-1,-1,-1
chronic,3137,chronic,kranIk,3,1,2,2,1,0,-1,0,-1
chronicle,3138,chronicle,kranIkL,1,0,1,0,1,-1,-1,-1,-1
chrysalis,3144,chrysalis,krIsLxs,2,2,0,0,2,0,0,-1,0
chub,3147,chub,C^b,12,11,1,8,4,0.46969697,0.563636364,1,0.5
chubby,3148,chubby,C^bi,2,1,1,0,2,0,-1,-1,0
chuck,3149,chuck,C^k,20,17,3,14,6,0.247368421,0.338235294,0.472527473,0.266666667
chuckle,3150,chuckle,C^kL,5,4,1,3,2,0.4,0.5,1,1
chug,3151,chug,C^g,13,13,0,10,3,0.615384615,0.615384615,1,1
chukka,3152,chukka,C^kx,4,3,1,2,2,0.333333333,0.333333333,1,1
chum,3153,chum,C^m,16,14,2,11,5,0.408333333,0.527472527,0.818181818,0.4
chummy,3154,chummy,C^mi,7,6,1,4,3,0.333333333,0.4,1,0.333333333
chump,3155,chump,C^mp,12,11,1,10,2,0.454545455,0.527272727,0.644444444,1
chunk,3156,chunk,C^Gk,10,9,1,9,1,0.622222222,0.777777778,0.777777778,-1
church,3157,church,CRC,8,8,0,4,4,0.428571429,0.428571429,1,1
churl,3158,churl,CRl,11,10,1,7,4,0.381818182,0.355555556,0.714285714,1
churn,3159,churn,CRn,13,12,1,9,4,0.307692308,0.287878788,0.5,1
chute,3160,chute,Sut,17,16,1,16,1,0.441176471,0.5,0.5,-1
cider,3166,cider,sYdX,8,5,3,5,3,0.107142857,0.1,0.2,0.333333333
cinch,3169,cinch,sInC,8,6,2,5,3,0.464285714,0.466666667,1,1
cinder,3172,cinder,sIndX,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
cinema,3173,cinema,sInxmx,1,0,1,0,1,-1,-1,-1,-1
cinnamon,3177,cinnamon,sInxmxn,1,0,1,0,1,-1,-1,-1,-1
cipher,3178,cipher,sYfX,3,3,0,2,1,0,0,0,-1
circa,3179,circa,sRkx,1,1,0,0,1,-1,-1,-1,-1
circle,3180,circle,sRkL,5,5,0,3,2,0.3,0.3,1,0
circlet,3181,circlet,sRkl|t,1,0,1,0,1,-1,-1,-1,-1
circuit,3182,circuit,sRk|t,3,2,1,1,2,0,0,-1,0
circular,3186,circular,sRkyUlX,1,1,0,1,0,-1,-1,-1,-1
circus,3205,circus,sRk|s,1,1,0,0,1,-1,-1,-1,-1
cirrus,3206,cirrus,sIr|s,1,0,1,1,0,-1,-1,-1,-1
cistern,3207,cistern,sIstXn,1,0,1,0,1,-1,-1,-1,-1
citadel,3208,citadel,sIt|dL,1,1,0,1,0,-1,-1,-1,-1
citation,3209,citation,sYteS|n,1,0,1,1,0,-1,-1,-1,-1
cite,3210,cite,sYt,28,24,4,22,6,0.267195767,0.329710145,0.372294372,1
citrus,3215,citrus,sItr|s,1,0,1,1,0,-1,-1,-1,-1
city,3216,city,sIti,7,6,1,5,2,0.285714286,0.4,0.6,0
civet,3217,civet,sIvxt,3,3,0,3,0,1,1,1,-1
civic,3218,civic,sIvIk,1,1,0,1,0,-1,-1,-1,-1
civil,3219,civil,sIvL,7,4,3,3,4,0.19047619,0.5,0.333333333,0.5
civilian,3220,civilian,sxvIlyxn,1,1,0,1,0,-1,-1,-1,-1
civility,3221,civility,sxvIl|ti,1,1,0,1,0,-1,-1,-1,-1
clack,3224,clack,kl@k,23,20,3,9,14,0.197628458,0.236842105,0.361111111,0.406593407
clad,3225,clad,kl@d,13,11,2,4,9,0.333333333,0.418181818,0.666666667,0.611111111
claim,3226,claim,klem,8,4,4,5,3,0.178571429,0.333333333,0.4,0.333333333
clam,3229,clam,kl@m,16,11,5,4,12,0.241666667,0.4,0.5,0.393939394
clamber,3230,clamber,kl@mbX,2,0,2,1,1,0,-1,-1,-1
clammy,3231,clammy,kl@mi,3,2,1,0,3,1,1,-1,1
clamor,3232,clamor,kl@mX,8,6,2,1,7,0.214285714,0.266666667,-1,0.285714286
clamp,3233,clamp,kl@mp,9,5,4,4,5,0.194444444,0.1,0.333333333,0.5
clan,3234,clan,kl@n,12,11,1,3,9,0.348484848,0.4,0.333333333,0.611111111
clang,3236,clang,kl@G,12,10,2,1,11,0.363636364,0.488888889,-1,0.436363636
clangor,3237,clangor,kl@GX,5,4,1,0,5,0.4,0.5,-1,0.4
clank,3238,clank,kl@Gk,9,6,3,6,3,0.222222222,0.2,0.4,0.666666667
clap,3239,clap,kl@p,16,11,5,4,12,0.241666667,0.418181818,0.666666667,0.378787879
clapper,3241,clapper,kl@pX,4,3,1,0,4,0.5,1,-1,0.5
claret,3243,claret,kl@rxt,2,0,2,1,1,0,-1,-1,-1
clarification,3244,clarification,kl@rxfxkeS|n,1,1,0,1,0,-1,-1,-1,-1
clarion,3247,clarion,kl@rixn,1,0,1,1,0,-1,-1,-1,-1
clarity,3248,clarity,kl@rxti,1,0,1,0,1,-1,-1,-1,-1
clash,3249,clash,kl@S,14,12,2,6,8,0.318681319,0.363636364,0.533333333,0.75
clasp,3250,clasp,kl@sp,3,1,2,0,3,0.666666667,-1,-1,0.666666667
class,3251,class,kl@s,12,10,2,3,9,0.348484848,0.466666667,0.333333333,0.611111111
classic,3252,classic,kl@sIk,1,0,1,0,1,-1,-1,-1,-1
classical,3253,classical,kl@sIkL,2,1,1,1,1,0,-1,-1,-1
classification,3255,classification,kl@sxfxkeS|n,1,1,0,1,0,-1,-1,-1,-1
clatter,3258,clatter,kl@tX,6,5,1,3,3,0.266666667,0.3,0.333333333,1
clause,3259,clause,klcz,4,2,2,1,3,0.166666667,0,-1,0.333333333
clavicle,3262,clavicle,kl@vIkL,1,1,0,1,0,-1,-1,-1,-1
claw,3264,claw,klc,9,5,4,3,6,0.222222222,0.4,1,0.266666667
clay,3265,clay,kle,10,7,3,6,4,0.311111111,0.428571429,0.733333333,0.5
clean,3266,clean,klin,11,8,3,6,5,0.163636364,0.178571429,0.333333333,0.4
cleanse,3268,cleanse,klEnz,2,1,1,1,1,0,-1,-1,-1
clear,3269,clear,klIr,9,8,1,5,4,0.277777778,0.285714286,0.4,1
cleat,3273,cleat,klit,11,10,1,6,5,0.345454545,0.311111111,1,0.4
cleave,3275,cleave,kliv,6,5,1,2,4,0.266666667,0.3,1,0.5
clef,3276,clef,klEf,3,1,2,1,2,0,-1,-1,0
cleft,3277,cleft,klEft,2,0,2,1,1,0,-1,-1,-1
clench,3280,clench,klEnC,4,4,0,3,1,0,0,0,-1
cleric,3282,cleric,klErIk,1,0,1,0,1,-1,-1,-1,-1
clerical,3283,clerical,klErIkL,1,0,1,0,1,-1,-1,-1,-1
clerk,3284,clerk,klRk,8,7,1,2,6,0.535714286,0.714285714,0,1
clever,3285,clever,klEvX,2,1,1,2,0,0,-1,0,-1
clew,3286,clew,klu,12,9,3,9,3,0.257575758,0.277777778,0.333333333,1
click,3288,click,klIk,19,14,5,8,11,0.175438596,0.252747253,0.285714286,0.4
client,3289,client,klY|nt,1,1,0,1,0,-1,-1,-1,-1
cliff,3291,cliff,klIf,5,5,0,0,5,0.6,0.6,-1,0.6
climactic,3292,climactic,klYm@ktIk,1,0,1,0,1,-1,-1,-1,-1
climatic,3294,climatic,klYm@tIk,1,0,1,0,1,-1,-1,-1,-1
climb,3296,climb,klYm,5,4,1,3,2,0.2,0.166666667,0.333333333,1
clinch,3297,clinch,klInC,3,2,1,3,0,0.333333333,0,0.333333333,-1
cling,3298,cling,klIG,14,8,6,7,7,0.164835165,0.285714286,0.333333333,0.380952381
clinic,3299,clinic,klInIk,1,0,1,0,1,-1,-1,-1,-1
clinical,3300,clinical,klInIkL,1,0,1,0,1,-1,-1,-1,-1
clink,3301,clink,klIGk,8,3,5,5,3,0.178571429,0.333333333,0.4,0.333333333
clinker,3302,clinker,klIGkX,2,1,1,1,1,0,-1,-1,-1
clip,3303,clip,klIp,11,9,2,5,6,0.218181818,0.222222222,0.5,0.466666667
clique,3305,clique,klik,13,12,1,4,9,0.269230769,0.287878788,0.5,0.5
cloak,3306,cloak,klok,13,12,1,2,11,0.333333333,0.378787879,1,0.454545455
cloche,3307,cloche,kloS,6,6,0,0,6,0.666666667,0.666666667,-1,0.666666667
clock,3308,clock,klak,15,13,2,5,10,0.247619048,0.282051282,0.5,0.466666667
clod,3309,clod,klad,9,8,1,3,6,0.222222222,0.25,0.333333333,0.466666667
clog,3310,clog,klag,6,5,1,2,4,0.4,0.6,0,1
cloister,3312,cloister,klOstX,1,1,0,1,0,-1,-1,-1,-1
clop,3313,clop,klap,12,10,2,6,6,0.227272727,0.222222222,0.533333333,0.466666667
close,3314,close,klos,6,6,0,0,6,0.666666667,0.666666667,-1,0.666666667
closure,3317,closure,kloZX,3,3,0,1,2,0.333333333,0.333333333,-1,1
clot,3318,clot,klat,12,10,2,6,6,0.272727273,0.288888889,0.733333333,0.466666667
cloth,3319,cloth,klcT,3,2,1,1,2,0.333333333,0,-1,1
clothe,3320,clothe,kloD,6,5,1,1,5,0.666666667,1,-1,1
clothes,3321,clothes,kloz,7,7,0,1,6,0.476190476,0.476190476,-1,0.666666667
clothing,3323,clothing,kloDIG,1,0,1,1,0,-1,-1,-1,-1
cloture,3324,cloture,kloCX,2,2,0,0,2,1,1,-1,1
cloud,3325,cloud,klWd,7,6,1,3,4,0.142857143,0.133333333,0.333333333,0.333333333
clout,3326,clout,klWt,7,6,1,3,4,0.142857143,0.133333333,0.333333333,0.333333333
clove,3327,clove,klov,8,6,2,1,7,0.357142857,0.666666667,-1,0.476190476
clover,3329,clover,klovX,4,3,1,1,3,0.166666667,0.333333333,-1,0.333333333
clown,3330,clown,klWn,5,5,0,1,4,0.2,0.2,-1,0.333333333
cloy,3331,cloy,klO,6,5,1,3,3,0.266666667,0.4,0.333333333,1
club,3332,club,kl^b,4,3,1,1,3,0.5,1,-1,1
cluck,3333,cluck,kl^k,11,10,1,2,9,0.345454545,0.4,1,0.5
clump,3334,clump,kl^mp,4,3,1,4,0,0.5,0.333333333,0.5,-1
clung,3336,clung,kl^G,8,7,1,3,5,0.25,0.238095238,1,0.4
cluster,3337,cluster,kl^stX,5,3,2,4,1,0.3,0.333333333,0.5,-1
clutch,3338,clutch,kl^C,4,4,0,1,3,0.5,0.5,-1,1
clutter,3339,clutter,kl^tX,4,2,2,3,1,0,0,0,-1
coach,3340,coach,koC,14,14,0,5,9,0.43956044,0.43956044,0.4,1
coal,3343,coal,kol,35,32,3,23,12,0.282352941,0.328629032,0.501976285,0.621212121
coarse,3348,coarse,kors,16,12,4,5,11,0.225,0.318181818,1,0.309090909
coarsen,3349,coarsen,korsN,2,1,1,0,2,0,-1,-1,0
coast,3350,coast,kost,12,11,1,9,3,0.378787879,0.418181818,0.611111111,1
coat,3352,coat,kot,31,26,5,19,12,0.24516129,0.307692308,0.426900585,0.621212121
coax,3354,coax,koks,6,5,1,1,5,0.266666667,0.2,-1,0.4
cob,3356,cob,kab,22,21,1,13,9,0.329004329,0.361904762,0.615384615,0.777777778
cobalt,3357,cobalt,kobclt,1,1,0,0,1,-1,-1,-1,-1
cobble,3358,cobble,kabL,8,7,1,5,3,0.25,0.333333333,0.6,0.333333333
cobbler,3359,cobbler,kablX,2,1,1,1,1,0,-1,-1,-1
cobra,3361,cobra,kobrx,1,1,0,1,0,-1,-1,-1,-1
coca,3363,coca,kokx,6,5,1,0,6,0.4,0.4,-1,0.4
cock,3367,cock,kak,30,24,6,18,12,0.227586207,0.336956522,0.444444444,0.46969697
cockeye,3374,cockeye,kakY,3,2,1,0,3,1,1,-1,1
cockle,3375,cockle,kakL,6,5,1,1,5,0.266666667,0.2,-1,0.4
cockney,3376,cockney,kakni,1,0,1,0,1,-1,-1,-1,-1
cocky,3377,cocky,kaki,11,9,2,5,6,0.145454545,0.166666667,0.4,0.266666667
coco,3378,coco,koko,3,2,1,0,3,1,1,-1,1
cod,3381,cod,kad,27,22,5,17,10,0.233618234,0.307359307,0.389705882,0.644444444
coda,3382,coda,kodx,5,4,1,1,4,0.3,0.5,-1,0.5
