Lower,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
abstractionism,abstractionism,5,14,785,14,0,0,0,1,0,7579,12,3
abstractionists,abstractionists,4,14,958,14,0,0,0,16,1,3731,12,4
abstractions,abstractions,3,11,794,12,1,1,5,449,6,666743,11,3
abstractive,abstractive,3,10,958,10,2,0,0,1,0,8109,10,2
abstruse,abstruse,2,7,597,6,0,0,3,66,3,83150,6,1
absurd,absurd,2,5,659,7,1,0,495,2208,545,2149429,6,1
absurdities,absurdities,4,9,760,9,1,0,6,127,13,160509,9,3
absurdity,absurdity,4,8,701,9,1,0,32,506,61,548016,9,2
absurdly,absurdly,3,7,537,7,0,0,15,328,16,201854,6,2
abundance,abundance,3,8,670,8,1,0,45,2751,108,4871563,8,1
abundant,abundant,3,8,599,9,1,0,29,2169,84,3441495,9,1
abuse,abuse,2,5,531,6,1,6,523,16706,3916,36270050,6,1
abused,abused,2,6,708,6,5,7,231,3147,1270,3319897,6,2
abusers,abusers,3,7,708,7,3,3,11,599,146,722503,7,3
abuses,abuses,3,7,575,6,5,7,25,1975,420,2546094,7,2
abusing,abusing,3,7,573,6,3,2,61,832,314,1007630,7,2
abusive,abusive,3,7,680,6,1,0,83,1762,582,3183793,7,2
abut,abut,2,4,361,5,13,7,6,85,20,190877,5,1
abyss,abyss,2,4,502,6,6,0,90,712,88,1152924,4,1
academia,academia,5,8,750,8,0,1,12,819,61,2202285,7,1
academic,academic,4,8,615,9,1,2,238,20882,636,54888461,9,2
academically,academically,5,10,688,9,0,0,11,1236,93,825603,9,4
academics,academics,4,9,611,9,1,2,35,2100,139,6858100,9,3
academy,academy,4,7,467,8,2,1,633,9644,1349,29252165,8,1
accede,accede,2,5,589,7,5,2,7,114,14,199886,6,1
accelerate,accelerate,4,8,685,11,2,2,65,1349,196,3199272,9,1
accelerated,accelerated,5,10,623,11,1,2,49,1744,159,4336016,10,2
acceleration,acceleration,5,10,691,13,0,1,44,1394,59,4118345,8,2
accelerations,accelerations,5,12,900,13,0,1,0,56,2,165756,6,3
accelerator,accelerator,5,9,584,12,4,2,69,585,51,3687627,10,2
accelerometers,accelerometers,6,12,780,14,1,1,0,65,3,149931,12,2
accent,accent,2,6,556,7,4,4,621,3344,405,6037126,7,1
accented,accented,3,8,605,7,2,2,1,554,13,998526,8,2
accents,accents,2,7,548,7,2,3,58,896,87,4122392,7,2
accentual,accentual,4,10,686,9,0,0,0,12,0,18755,9,2
accentuate,accentuate,4,9,540,11,1,2,18,293,22,286206,10,1
accept,accept,2,6,684,7,3,3,2692,15060,3744,43171429,7,1
acceptable,acceptable,4,10,595,10,1,2,269,5591,914,14590887,9,2
acceptance,acceptance,3,9,708,11,1,1,161,5322,519,36864919,8,2
accepted,accepted,3,8,616,7,0,1,801,12388,1636,46923207,8,2
accepting,accepting,3,8,527,7,2,1,206,3567,580,6981931,7,2
accepts,accepts,2,7,539,7,2,3,106,1600,191,6648729,7,2
access,access,2,5,582,7,5,0,1615,27792,3841,217995377,6,1
accessed,accessed,2,6,646,8,3,1,78,2310,27,8825835,6,2
accesses,accesses,3,7,614,8,5,1,2,164,12,1861811,7,2
accessibility,accessibility,6,12,788,9,0,0,2,1060,52,19003056,8,2
accessible,accessible,4,9,690,9,0,0,56,4157,358,18695865,8,2
accessories,accessories,4,8,650,10,3,0,76,1879,132,158985898,8,2
accessors,accessors,3,7,620,9,4,1,0,1,0,120022,7,3
accessory,accessory,4,7,710,9,2,1,147,700,92,18694578,8,1
accident,accident,3,8,668,9,3,2,4146,9992,2929,18700748,9,1
accidental,accidental,4,10,770,11,3,2,153,1552,293,3914534,11,2
accidentally,accidentally,5,11,958,11,2,0,449,1706,313,2636203,11,3
accidents,accidents,3,9,768,9,1,2,340,2881,600,8930846,9,2
acclaim,acclaim,2,5,540,8,5,1,22,561,66,1784066,6,1
acclaimed,acclaimed,2,6,641,8,5,0,20,959,141,2790613,6,2
acclamation,acclamation,4,9,928,6,0,1,1,48,4,114889,7,1
acclimatized,acclimatized,4,10,825,10,0,0,2,25,1,27561,4,2
accolade,accolade,3,6,588,9,2,1,1,84,6,361681,7,1
accolades,accolades,3,7,615,9,1,1,9,356,49,2232640,7,2
accommodate,accommodate,4,8,712,12,1,2,109,3416,312,7003123,9,1
accommodated,accommodated,5,10,667,12,0,2,5,435,52,1513716,9,2
accommodating,accommodating,5,10,752,12,1,0,36,643,71,965701,10,2
accommodation,accommodation,5,10,818,14,1,1,48,1205,147,60589803,11,2
accommodations,accommodations,5,11,842,14,1,1,85,1473,94,10932659,11,3
accompanied,accompanied,4,9,579,11,2,1,105,5112,353,8119884,9,2
accompanies,accompanies,4,9,701,11,5,1,13,622,39,1094328,9,2
accompaniment,accompaniment,4,11,678,14,2,2,15,520,29,1572132,12,2
accompaniments,accompaniments,4,12,855,14,2,2,0,177,1,225897,12,3
accompanist,accompanist,4,10,728,12,0,1,10,63,5,155925,8,1
accompanists,accompanists,4,11,827,12,0,1,1,10,1,36633,3,2
accompany,accompany,4,8,588,10,4,0,242,1773,115,3439497,9,1
accompanying,accompanying,5,10,617,10,0,0,47,2682,88,5681015,9,2
accomplice,accomplice,3,8,683,11,0,1,216,383,103,323290,9,1
accomplish,accomplish,3,8,611,11,1,0,298,3901,845,6091676,9,1
accomplished,accomplished,3,9,755,12,1,1,384,5338,978,7928651,9,2
accomplishing,accomplishing,4,10,681,11,1,0,26,530,114,859045,10,2
accomplishment,accomplishment,4,12,794,15,1,1,96,1781,270,1904294,13,2
accomplishments,accomplishments,4,13,784,15,1,1,81,2077,264,3521534,13,3
accord,accord,2,5,434,7,12,5,83,2285,284,5034197,6,1
accordance,accordance,3,8,642,7,0,0,81,1562,144,25194680,6,2
accorded,accorded,3,7,489,7,2,0,7,574,31,874388,7,2
according,according,3,7,543,10,5,0,2135,54686,6385,72554077,8,2
accordingly,accordingly,4,9,656,10,0,0,93,2794,129,8960086,8,3
accords,accords,2,6,578,7,8,3,9,761,102,742249,6,2
accost,accost,2,5,728,7,2,0,3,33,2,31284,6,1
account,account,2,5,523,8,4,1,2280,20141,2500,203612136,6,1
accountability,accountability,6,12,827,10,1,0,24,3816,605,9011124,8,2
accountable,accountable,4,9,673,10,2,0,72,2720,937,3501799,8,2
accountant,accountant,3,8,638,11,3,1,315,1134,199,4289265,9,2
accountants,accountants,3,9,674,12,1,3,55,666,120,4461356,9,3
accounted,accounted,3,7,579,9,2,0,154,2958,174,3850232,7,2
accounting,accounting,3,7,728,8,3,0,230,5762,795,40819336,6,2
accounts,accounts,2,6,848,8,4,2,534,10408,1657,42330284,6,2
accreditation,accreditation,5,11,693,14,0,1,9,1142,53,6733072,8,2
accredited,accredited,4,9,583,9,1,0,16,612,46,9006302,6,2
accrue,accrue,2,4,459,7,10,2,4,323,17,934795,5,1
accrued,accrued,2,5,505,7,4,2,13,257,17,2391008,5,2
accruing,accruing,3,6,619,6,1,0,2,118,13,388115,5,2
acculturation,acculturation,5,11,850,5,0,0,0,1383,1,160687,5,2
accumulate,accumulate,4,10,564,11,2,2,29,986,84,1715457,11,1
accumulated,accumulated,5,12,776,11,2,2,39,1654,135,4018104,12,2
accumulating,accumulating,5,12,709,11,2,0,18,612,66,722990,12,2
accuracy,accuracy,4,7,878,8,1,1,76,5135,580,29536020,8,1
accurate,accurate,3,6,536,9,3,0,400,7849,1623,25148764,7,1
accurately,accurately,4,8,549,9,0,0,58,3283,324,6587832,7,2
accusation,accusation,4,9,782,11,2,2,143,1021,308,853309,10,2
accusations,accusations,4,10,874,11,2,2,153,2136,624,1527028,10,3
accusative,accusative,4,9,633,9,0,0,0,14,1,146982,8,1
accuse,accuse,2,5,599,7,16,3,290,1197,389,1048371,6,1
accused,accused,2,6,590,7,5,3,666,9446,3683,8659913,6,2
accuses,accuses,3,7,564,7,4,4,31,547,192,758916,7,2
accusing,accusing,3,7,541,9,3,0,252,1465,574,875783,8,2
accusingly,accusingly,4,9,715,9,1,0,0,84,0,23383,8,3
accustomed,accustomed,3,8,615,9,1,0,149,2577,269,1649668,8,2
ace,ace,1,2,406,4,86,42,751,2970,120,11140861,3,1
acetone,acetone,3,6,608,6,0,0,8,70,6,588744,5,1
ache,ache,1,2,329,5,89,19,127,1047,60,1073348,3,1
ached,ached,1,3,373,5,27,10,16,666,12,154765,3,2
aches,aches,1,3,549,6,56,14,77,586,85,1117440,4,2
achieve,achieve,2,4,605,8,6,4,374,11360,1563,27333103,5,1
achieved,achieved,2,5,635,8,4,3,219,7533,873,17086330,5,2
achievement,achievement,3,8,621,12,1,1,178,11756,594,12845656,9,2
achievements,achievements,3,9,697,12,1,1,55,2285,191,5607204,9,3
achievers,achievers,3,6,600,9,2,2,9,299,11,417699,6,3
achieves,achieves,2,5,620,8,6,4,16,583,33,1741941,5,2
achieving,achieving,3,6,678,7,0,0,37,3743,258,8773550,5,2
aching,aching,2,4,407,7,21,4,105,880,55,730749,5,2
acid,acid,2,4,454,5,11,13,508,5145,334,30884468,5,1
acidic,acidic,3,6,551,6,1,0,11,519,15,1167972,5,2
acidity,acidity,4,7,540,6,0,1,10,399,11,762749,6,2
acids,acids,2,5,697,5,3,3,42,1537,72,8794560,5,2
acknowledge,acknowledge,3,7,771,12,2,4,313,5087,869,6554270,8,1
acknowledged,acknowledged,3,8,648,12,2,4,100,5302,701,5979804,8,2
acknowledges,acknowledges,4,9,678,12,2,4,13,2380,285,2321868,9,2
acknowledging,acknowledging,4,9,643,11,2,0,36,1625,196,1387586,9,2
acknowledgment,acknowledgment,4,11,908,11,3,2,26,981,49,1541454,12,1
acorn,acorn,2,5,678,6,7,9,37,933,448,1832026,6,1
acoustic,acoustic,3,7,687,9,1,1,49,1374,114,10857691,8,1
acoustically,acoustically,4,9,692,11,0,0,1,70,6,172761,8,3
acquaint,acquaint,2,6,520,9,1,0,20,114,6,368772,7,1
acquaintance,acquaintance,3,9,641,13,1,1,273,1167,102,1345150,10,2
acquaintances,acquaintances,4,11,701,14,0,1,54,888,56,663898,10,3
acquainted,acquainted,3,8,748,9,1,0,231,836,48,1412535,7,2
acquire,acquire,3,5,614,8,6,4,135,3452,277,8807297,6,1
acquired,acquired,3,6,567,8,3,3,228,5772,289,12619643,6,2
acquires,acquires,3,6,606,8,7,4,8,371,24,2207920,6,2
acquiring,acquiring,4,7,585,7,1,0,43,1751,113,3272383,6,2
acquisition,acquisition,4,9,688,12,2,2,74,3698,159,19177320,10,1
acquisitions,acquisitions,4,10,802,12,2,2,33,1138,53,5270178,10,2
acquittal,acquittal,3,7,505,10,2,1,37,354,143,311555,8,NA
acquitted,acquitted,3,7,489,8,2,0,78,944,388,585811,7,NA
acre,acre,2,3,558,5,55,17,93,4231,260,6661571,4,1
acreage,acreage,2,5,534,5,0,0,22,543,28,2136630,4,1
acres,acres,2,4,441,5,24,9,234,7329,728,14209201,5,2
acrobat,acrobat,3,7,544,8,1,1,30,172,9,14214832,8,1
acrobatics,acrobatics,4,10,662,10,1,2,11,127,12,205213,10,3
acrobats,acrobats,3,8,705,8,1,1,19,122,11,158368,8,2
acropolis,acropolis,4,9,729,5,1,0,6,130,6,429879,4,1
across,across,2,5,606,5,8,2,4801,74527,11899,76600131,4,1
acrylic,acrylic,3,7,440,8,1,1,23,1000,21,6241613,8,1
act,act,1,3,385,4,52,22,5565,42257,8275,141086424,4,1
acted,acted,2,5,438,5,4,6,548,4239,930,4471107,5,2
acting,acting,2,5,416,6,2,2,2675,10136,2582,18408318,5,2
action,action,2,5,351,7,14,7,3115,38931,8159,162029265,6,2
actions,actions,2,6,558,7,5,5,620,13935,2136,43260447,6,3
activate,activate,3,7,441,9,2,4,238,736,54,5018946,8,1
activated,activated,4,9,858,9,0,2,220,1464,123,7011218,8,2
activating,activating,4,9,758,9,0,0,44,264,15,1430694,8,2
activation,activation,4,9,685,9,0,0,43,655,27,10581402,7,2
active,active,2,5,506,7,5,1,584,17997,2286,84091239,6,2
actively,actively,3,7,546,7,0,0,42,4207,520,8430340,6,3
activism,activism,4,9,544,8,0,2,9,1821,255,4048284,7,3
activist,activist,3,8,691,9,2,5,50,3737,962,4029769,9,3
activists,activists,3,7,684,10,1,4,18,5297,899,5126174,8,4
activity,activity,4,8,620,8,2,0,657,24669,2473,79634361,9,3
actor,actor,2,4,416,6,25,9,1343,9611,3815,16283217,5,2
actors,actors,2,5,491,7,9,4,644,6925,1454,12150790,5,3
actress,actress,2,6,502,8,1,0,817,5595,1923,7010056,7,1
acts,acts,1,4,547,4,25,14,636,9529,1509,23690086,4,2
actual,actual,2,5,592,7,5,1,884,13849,2378,42552937,6,1
actualities,actualities,5,11,948,9,0,0,1,50,1,43873,6,3
actuality,actuality,5,9,858,9,0,0,24,413,37,486439,5,2
actually,actually,2,5,496,7,5,1,16439,72504,38266,69447573,4,2
actuary,actuary,4,7,718,7,1,0,7,146,37,583033,8,1
acuity,acuity,4,7,597,4,0,0,14,661,8,729449,5,1
acute,acute,2,5,449,6,2,1,150,3508,229,11128841,6,1
acutely,acutely,3,7,540,6,0,0,14,691,67,518257,6,2
acuteness,acuteness,3,8,654,6,1,1,1,15,3,38057,6,2
ad,ad,1,2,539,3,82,61,694,9589,2671,78774169,3,NA
adage,adage,2,4,451,5,4,1,32,381,55,423290,4,1
adamant,adamant,3,7,609,8,0,0,50,716,160,510991,8,1
adamantly,adamantly,4,9,579,8,0,0,2,348,81,147125,8,2
adapt,adapt,2,5,498,6,5,3,134,2618,277,4679868,6,1
adaptable,adaptable,4,9,898,8,1,1,17,446,33,1057340,8,2
adaptation,adaptation,4,9,662,11,1,2,81,2657,91,5314230,10,2
adapted,adapted,3,7,718,7,2,3,56,4310,157,6767295,7,2
adapting,adapting,3,7,572,7,3,1,27,942,85,1493600,7,2
adaptive,adaptive,3,7,629,7,3,1,11,1738,28,5711765,7,2
add,add,1,2,418,4,82,23,1686,33576,4498,387249138,3,1
addendum,addendum,3,6,577,9,2,1,15,120,9,1718292,7,1
addict,addict,2,5,431,7,5,3,273,1245,491,2913182,6,1
addicted,addicted,3,7,640,7,1,0,231,1643,582,2387385,6,2
addicting,addicting,3,7,539,8,2,0,3,55,15,1108227,7,2
addiction,addiction,3,7,537,10,4,2,199,3809,967,9334031,8,2
addictions,addictions,3,8,664,10,2,2,21,482,79,1117009,8,3
addictive,addictive,3,7,492,8,2,2,57,1020,229,2309956,7,2
addicts,addicts,2,6,629,7,4,3,106,1217,278,1501003,6,2
adding,adding,2,4,402,7,8,5,205,10642,1068,26798813,5,2
addition,addition,3,6,503,9,5,3,395,27926,2101,73434482,7,2
additional,additional,4,8,497,11,2,0,300,20060,2293,132188550,9,3
additionally,additionally,4,8,589,11,2,0,16,3036,87,8737401,8,4
additions,additions,3,7,623,9,7,3,11,966,39,11580098,7,3
additives,additives,3,7,664,9,2,2,10,475,39,2212673,7,2
addle,addle,2,4,529,6,34,6,8,24,0,21363,5,1
address,address,2,5,728,8,3,1,2666,24164,5214,261874562,6,1
addressed,addressed,2,6,565,9,6,3,194,7991,1163,16180738,6,2
addressee,addressee,3,6,567,9,2,3,6,164,1,513417,6,2
addresses,addresses,3,7,713,9,4,2,162,3654,371,29369031,7,2
adds,adds,1,3,413,4,44,14,201,11634,686,14884114,3,2
adduce,adduce,2,4,609,6,7,2,1,22,4,77225,4,1
adept,adept,2,5,520,4,2,2,33,902,50,1597568,4,1
adequacy,adequacy,4,8,535,7,0,0,1,533,13,1975306,7,1
adequate,adequate,3,7,391,9,1,0,132,5940,543,15023940,6,1
adequately,adequately,4,9,555,9,1,0,27,2331,227,4425890,8,2
adhere,adhere,2,5,432,7,1,2,29,1100,133,2655276,6,1
adhered,adhered,2,6,531,7,0,2,6,373,55,876827,6,2
adherence,adherence,3,8,566,8,1,0,9,1354,49,1889709,8,2
adherents,adherents,3,9,550,9,0,1,1,561,15,457213,6,2
adheres,adheres,2,6,611,7,1,2,3,210,16,561210,6,2
adhesion,adhesion,3,7,639,7,0,0,6,170,2,1920249,5,1
adhesive,adhesive,3,7,586,9,2,2,47,532,24,4585279,8,1
adipose,adipose,3,6,701,4,0,0,4,62,4,427809,5,NA
adjacent,adjacent,3,7,658,5,0,0,68,2987,107,9869232,3,1
adjectival,adjectival,4,9,868,9,0,0,0,29,0,77761,6,2
adjective,adjective,3,7,548,10,1,1,25,487,62,1177613,8,1
adjectives,adjectives,3,8,644,10,1,1,25,477,41,768358,8,2
adjoin,adjoin,2,4,513,7,4,1,0,15,0,76889,5,1
adjoined,adjoined,2,5,798,7,4,0,1,25,0,75455,5,2
adjoining,adjoining,3,6,579,7,2,0,57,791,38,1784248,5,2
adjoins,adjoins,2,5,759,7,6,1,5,32,0,126192,5,2
adjourn,adjourn,2,4,576,8,6,1,66,82,26,957864,5,1
adjudged,adjudged,2,5,571,8,2,1,3,37,8,248983,5,2
adjudication,adjudication,5,10,805,11,0,0,9,229,27,1126202,8,2
adjunct,adjunct,2,6,431,8,2,1,7,887,42,2100139,7,1
adjure,adjure,2,5,473,5,0,0,1,4,0,22956,3,1
adjustable,adjustable,4,9,662,11,1,1,16,1172,83,11757528,10,2
adjusted,adjusted,3,7,502,8,1,1,92,4153,219,10733092,7,2
adjusting,adjusting,3,7,529,7,1,0,121,1814,157,3162584,7,2
adjustment,adjustment,3,9,662,11,1,1,158,4574,217,12343670,10,2
adjustments,adjustments,3,10,788,11,1,1,71,2162,211,6774522,10,3
adjusts,adjusts,2,4,660,7,4,1,9,510,21,1269156,5,2
administer,administer,4,9,572,11,1,1,85,1187,170,3754648,10,1
administered,administered,4,10,631,11,1,0,76,3845,236,7379068,10,2
administering,administering,5,11,656,11,0,0,24,659,83,2536998,10,2
administration,administration,5,13,658,15,3,1,387,39849,15626,77516145,14,2
administrative,administrative,5,13,823,15,1,0,82,5407,382,38339299,13,2
administratively,administratively,6,15,1018,15,0,0,0,98,16,487278,12,3
administrator,administrator,5,12,750,14,0,1,84,3209,429,29590100,12,2
administrators,administrators,5,13,997,15,1,3,18,6341,231,11370681,12,3
admirable,admirable,4,8,501,9,2,1,133,792,91,886460,7,2
admiral,admiral,3,6,420,8,2,2,845,2158,907,2895065,7,1
admirals,admirals,3,7,595,8,1,3,29,206,65,300467,7,2
admiralty,admiralty,4,8,565,8,0,0,34,146,3,1086346,7,1
admiration,admiration,4,8,848,11,2,1,107,1607,197,1261297,9,2
admire,admire,2,5,535,7,3,5,722,2376,577,2196307,6,1
admired,admired,3,6,519,7,0,3,187,2474,304,1387645,5,2
admirers,admirers,3,7,616,8,0,2,49,596,48,422079,5,3
admiring,admiring,3,7,534,9,0,0,141,831,55,535814,8,2
admiringly,admiringly,4,9,858,9,0,0,0,141,7,46385,8,3
admissible,admissible,4,9,582,9,0,0,37,182,77,1064978,8,1
admission,admission,3,7,490,10,4,2,181,4560,491,16358995,8,1
admissions,admissions,3,8,668,10,3,2,111,1714,250,12907686,8,2
admit,admit,2,5,539,6,2,3,3019,8160,2002,8780656,6,1
admits,admits,2,6,519,6,1,1,105,4456,892,2899936,6,2
admitted,admitted,3,7,496,9,0,0,467,7330,1728,8784950,7,2
admittedly,admittedly,4,9,670,9,0,0,47,1153,129,1234230,7,3
admitting,admitting,3,7,456,7,1,0,157,1378,364,1294545,6,2
admonishing,admonishing,4,9,636,9,1,0,2,89,6,63512,9,2
admonishments,admonishments,4,12,888,13,0,1,1,27,2,20465,9,3
admonition,admonition,4,9,641,11,1,1,5,261,25,280386,10,1
admonitions,admonitions,4,10,757,11,1,1,1,201,8,99527,10,2
ado,ado,2,3,347,4,18,29,77,253,60,1581917,4,1
adobe,adobe,3,5,461,6,2,1,24,891,21,27540578,6,1
adolescence,adolescence,4,9,828,10,3,0,44,2354,100,1550535,9,1
adolescent,adolescent,4,9,569,11,3,2,94,5636,146,5577666,10,1
adolescents,adolescents,4,10,775,11,3,2,29,7866,103,3642412,10,2
adopt,adopt,2,5,544,6,5,3,238,4518,761,11272756,6,1
adopted,adopted,3,7,518,7,1,4,430,8751,1322,22973240,7,2
adopting,adopting,3,7,567,7,2,1,60,1927,252,3730959,7,2
adoption,adoption,3,7,645,9,1,1,239,4983,886,17860735,8,2
adoptions,adoptions,3,8,648,9,1,1,7,460,112,988101,8,3
adoptive,adoptive,3,7,576,7,2,1,30,940,257,1222288,7,2
adopts,adopts,2,6,616,6,4,2,11,421,40,1514082,6,2
adorable,adorable,4,8,585,7,0,0,537,996,437,2593887,5,2
adoration,adoration,4,7,571,6,2,0,30,361,29,542469,4,2
adored,adored,2,5,561,6,9,4,125,774,160,534832,5,2
adores,adores,2,5,649,6,7,6,91,203,32,166195,5,2
adorned,adorned,2,6,601,6,3,1,8,767,27,821725,6,2
adornment,adornment,3,9,596,6,0,0,4,161,3,188644,6,2
adrenaline,adrenaline,4,9,559,10,1,1,168,1210,192,1708838,8,1
adriatic,adriatic,4,8,543,6,0,0,8,268,29,516843,6,NA
adroitness,adroitness,3,8,649,7,0,0,1,12,2,16902,6,2
ads,ads,1,3,441,4,44,40,258,6658,2208,54519053,3,NA
adult,adult,2,5,436,6,6,4,729,14517,1770,97585771,6,1
adulterate,adulterate,4,8,642,11,1,2,1,4,0,22140,9,1
adulterers,adulterers,4,8,713,10,1,1,7,36,8,63274,8,2
adultery,adultery,4,7,539,8,1,0,99,713,208,976493,7,1
adulthood,adulthood,3,8,630,6,0,0,37,1731,113,1187666,6,2
adults,adults,2,6,575,7,3,4,488,15961,1734,32847475,6,2
advance,advance,2,6,619,8,2,4,815,9807,1470,44747527,7,1
advanced,advanced,2,7,778,8,2,4,451,10892,824,173427591,7,2
advancement,advancement,3,10,631,12,1,1,63,1786,120,5205341,11,2
advancements,advancements,3,11,961,12,1,1,8,259,19,675545,11,3
advances,advances,3,8,828,8,4,6,148,3768,404,9067771,7,2
advancing,advancing,3,8,604,7,2,0,76,1899,212,2978593,8,2
advantage,advantage,3,8,650,10,2,8,1125,14834,2451,32965940,9,1
advantageous,advantageous,4,10,802,10,0,0,20,512,37,1241584,5,2
advantages,advantages,4,10,697,10,2,8,144,4083,351,12569435,9,2
advent,advent,2,6,521,7,1,3,24,1440,68,4025478,7,1
adventure,adventure,3,7,635,10,4,5,685,4968,552,34813106,8,1
adventurers,adventurers,4,9,688,11,3,4,11,240,16,651398,9,2
adventures,adventures,3,8,615,11,4,6,184,2284,198,13967725,8,2
adventuring,adventuring,4,9,681,10,0,0,4,31,2,159383,9,NA
adventurous,adventurous,4,9,729,9,1,0,62,833,97,1398567,8,2
adverb,adverb,2,5,532,7,4,2,10,59,9,278164,6,1
adversaries,adversaries,4,9,756,10,1,0,31,893,142,612163,9,2
adversary,adversary,4,8,675,9,1,0,77,865,126,1103245,9,1
adverse,adverse,2,5,542,8,5,1,36,2279,210,11157534,6,1
adversely,adversely,3,7,638,8,0,0,11,633,52,2446151,6,2
adversity,adversity,4,8,607,7,1,0,54,723,122,775305,6,2
advert,advert,2,5,477,7,3,4,13,34,3,5431594,6,1
advertise,advertise,3,7,760,10,3,4,84,929,183,81966158,8,1
advertised,advertised,3,8,744,10,2,3,52,1249,182,4179189,8,2
advertisement,advertisement,4,11,729,14,1,1,61,896,137,34681885,12,2
advertisements,advertisements,4,12,842,14,1,2,25,1278,93,7341945,12,3
advertisers,advertisers,4,9,820,12,2,4,24,1298,242,12223306,9,3
advertising,advertising,4,9,615,12,2,0,379,7996,1358,90212964,10,2
advice,advice,2,5,650,5,4,3,2447,14583,3472,71278594,5,1
advisable,advisable,4,9,715,8,0,0,40,277,25,1440101,7,2
advise,advise,2,5,627,7,4,6,622,1955,471,8325087,6,1
advised,advised,2,6,626,8,3,4,267,3469,583,9436986,6,2
advisedly,advisedly,4,9,683,8,1,0,5,25,7,33392,7,3
adviser,adviser,3,6,567,8,7,8,53,4697,1712,4911485,7,2
advises,advises,3,7,655,7,4,6,24,1753,76,1656922,7,2
advising,advising,3,7,652,6,1,0,68,1095,265,4072641,7,2
advisor,advisor,3,6,585,8,7,5,225,1489,410,25723253,7,2
advisors,advisors,3,7,683,8,6,5,66,1074,183,6279476,7,3
advisory,advisory,4,7,597,8,5,4,51,3213,361,24001180,8,1
advocacy,advocacy,4,8,633,7,0,0,15,3695,278,9478772,7,1
advocate,advocate,3,7,595,9,2,4,113,4550,972,7767738,8,1
advocated,advocated,4,9,563,9,1,4,18,1703,193,1208897,8,2
advocates,advocates,3,8,704,9,3,5,17,5780,673,4941568,8,2
advocating,advocating,4,9,615,9,1,0,17,1405,361,1350796,9,2
aerate,aerate,2,4,434,7,19,2,1,36,0,53640,5,1
aerates,aerates,2,5,560,7,12,1,0,4,0,9705,5,2
aeration,aeration,3,6,572,6,3,0,1,148,1,478947,4,2
aerial,aerial,3,5,460,7,10,2,129,1694,261,6531386,6,1
aerobic,aerobic,3,6,599,8,1,1,9,1169,44,1768075,7,1
aerobics,aerobics,3,6,540,8,0,1,79,628,52,1427693,3,2
aeronaut,aeronaut,3,6,502,9,2,0,0,12,0,58911,5,NA
aeronautical,aeronautical,5,10,668,12,1,1,12,149,8,970791,5,2
aeroplane,aeroplane,3,7,572,6,1,0,71,38,0,498302,5,NA
aerosol,aerosol,3,6,444,8,1,1,14,302,47,2105681,7,1
aerospace,aerospace,3,7,666,10,1,0,55,1099,134,6769942,8,1
aesthetic,aesthetic,3,7,493,10,2,3,34,4032,49,3101221,8,2
aesthetics,aesthetics,3,8,685,10,3,3,15,1104,16,1918859,8,3
afar,afar,2,4,646,4,17,7,59,587,113,766928,4,1
affair,affair,2,4,413,7,18,1,1502,5712,1745,5545856,5,1
affairs,affairs,2,5,593,7,7,2,747,11211,2106,36832489,5,2
affect,affect,2,5,511,7,4,4,568,13544,2444,24406141,6,1
affectation,affectation,4,9,794,7,0,0,7,109,6,131860,4,2
affected,affected,3,7,579,7,5,4,345,10263,1881,24301370,7,2
affecting,affecting,3,7,572,10,4,2,130,3370,640,8458005,8,2
affection,affection,3,7,718,10,1,1,431,2454,336,2332707,8,2
affectionate,affectionate,4,9,626,13,1,0,115,636,79,718575,10,1
affectionately,affectionately,5,11,745,13,0,0,31,411,35,372544,10,2
affective,affective,3,7,679,10,4,2,4,1600,9,1275468,8,2
affects,affects,2,6,613,7,4,5,244,4213,870,8433483,6,2
afferent,afferent,3,6,449,5,2,1,0,62,0,247551,4,1
affidavit,affidavit,4,8,582,10,0,1,100,584,210,2125205,5,1
affiliate,affiliate,4,7,650,10,2,4,15,1162,426,37877419,8,1
affiliated,affiliated,5,9,798,11,2,4,40,1575,155,10583504,8,2
affiliates,affiliates,4,8,635,11,4,6,17,673,115,36689543,8,2
affiliation,affiliation,5,9,908,12,1,1,25,6125,103,6800211,10,2
affinities,affinities,4,8,798,8,1,0,0,186,1,302607,8,2
affinity,affinity,4,7,589,8,2,0,29,918,56,3253001,8,1
affirm,affirm,2,4,738,7,5,1,17,850,82,1680655,5,1
affirmation,affirmation,4,8,733,12,1,1,27,930,67,1022188,9,2
affirmative,affirmative,4,8,620,12,0,0,241,3138,873,4003502,9,1
affirmatively,affirmatively,5,10,762,12,0,0,3,160,31,256083,9,2
affirmed,affirmed,2,5,574,7,3,0,7,924,60,2021161,5,2
affirming,affirming,3,6,523,7,1,0,3,592,40,782545,5,2
affirms,affirms,2,5,623,7,5,1,2,544,14,647629,5,2
afflicted,afflicted,3,8,548,8,2,0,65,704,69,866360,8,2
afflictions,afflictions,3,9,613,11,1,1,8,110,15,226939,9,3
affluent,affluent,3,7,559,8,3,1,15,1712,219,957975,7,1
afford,afford,2,5,551,7,9,9,2266,10414,2779,10348210,6,1
affordable,affordable,4,9,542,10,0,1,33,3308,580,21650440,8,2
afforded,afforded,3,7,639,7,1,0,27,1061,94,1931401,7,2
